1	GO:0008150	GO:0005576	GO:0003674
10013	GO:0000209	GO:0006351	GO:0006476	GO:0006515	GO:0006886	GO:0007026	GO:0009636	GO:0009967	GO:0010033	GO:0010469	GO:0010634	GO:0010727	GO:0010870	GO:0016236	GO:0045892	GO:0016575	GO:0016575	GO:0032418	GO:0034983	GO:0035967	GO:0043065	GO:0043162	GO:0043241	GO:0043242	GO:0045861	GO:0051354	GO:0051788	GO:0070848	GO:0060632	GO:0060765	GO:0070301	GO:0070842	GO:0070845	GO:0070846	GO:0071218	GO:0090035	GO:0090042	GO:0090042	GO:0000118	GO:0005829	GO:0005634	GO:0005634	GO:0005737	GO:0005874	GO:0005875	GO:0005881	GO:0005901	GO:0016234	GO:0016235	GO:0030286	GO:0031252	GO:0048471	GO:0005515	GO:0003779	GO:0004407	GO:0008013	GO:0008017	GO:0008017	GO:0008270	GO:0051879	GO:0019899	GO:0031593	GO:0032041	GO:0042826	GO:0042903	GO:0042903	GO:0043014	GO:0046969	GO:0046970	GO:0048156	GO:0048487	GO:0070840	GO:0097372
100130097	GO:0007005	GO:0072384	GO:0005622	GO:0005875	GO:0031966	GO:0003777	GO:0005524
100130771	GO:0007165	GO:0005509	GO:0008603
100130863	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100130932	GO:0006397	GO:0008380	GO:0005681	GO:0003723
100130934	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100130958	GO:0007128	GO:0007130	GO:0000795
100130988	GO:0008150	GO:0005575	GO:0003674
100131017	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100131137	GO:0007338	GO:0005576
100131390	GO:0006351	GO:0006355	GO:0030326	GO:0005634	GO:0003677	GO:0008270
100131539	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100131827	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100131980	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100132074	GO:0006974	GO:0009790	GO:0007389	GO:0009888	GO:0008285	GO:0008286	GO:0016525	GO:0045944	GO:0048513	GO:0051090	GO:0051151	GO:0005829	GO:0005667	GO:0003690	GO:0003705	GO:0008134	GO:0008301	GO:0019901	GO:0043565
100132285	GO:0006955	GO:0050776	GO:0005886	GO:0016021	GO:0004888
100132396	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100133128	GO:0042742	GO:0005576
100133171	GO:0007286	GO:0005634	GO:0005737	GO:0003674
100133315	GO:0000012	GO:0005634	GO:0003684
100133495	GO:0006278	GO:0006310	GO:0015074	GO:0003677	GO:0003723	GO:0003964	GO:0004523	GO:0008270
100133941	GO:0001666	GO:0001775	GO:0001959	GO:0002237	GO:0002768	GO:0016055	GO:0007204	GO:0007411	GO:0016337	GO:0016477	GO:0030856	GO:0031295	GO:0032597	GO:0032600	GO:0032913	GO:0042104	GO:0042325	GO:0042632	GO:0043406	GO:0043408	GO:0043627	GO:0045730	GO:0061098	GO:0072112	GO:0072139	GO:0097193	GO:2000768	GO:0005886	GO:0016020	GO:0009986	GO:0031225	GO:0045121	GO:0005515	GO:0004871	GO:0019901	GO:0030296
100137049	GO:0006644	GO:0006654	GO:0006954	GO:0006987	GO:0019722	GO:0007567	GO:0019369	GO:0030968	GO:0036148	GO:0036150	GO:0036151	GO:0036152	GO:0044281	GO:0046474	GO:0046475	GO:0005576	GO:0005829	GO:0005829	GO:0005743	GO:0031901	GO:0005509	GO:0004622	GO:0047498	GO:0005544
10014	GO:0000122	GO:0000122	GO:0002076	GO:0006325	GO:0006338	GO:0006342	GO:0006351	GO:0006954	GO:0007219	GO:0007507	GO:0010830	GO:0010832	GO:0045892	GO:0016568	GO:0016575	GO:0030183	GO:0032869	GO:0042113	GO:0042220	GO:0043393	GO:0045668	GO:0045944	GO:0051091	GO:0090051	GO:0000118	GO:0005829	GO:0005634	GO:0005737	GO:0005794	GO:0016604	GO:0005515	GO:0003714	GO:0004407	GO:0005080	GO:0046872	GO:0008134	GO:0044212	GO:0032041	GO:0046969	GO:0046970	GO:0070491	GO:0097372
100144748	GO:0006915	GO:0007049	GO:0005634	GO:0003677
10015	GO:0006915	GO:0007049	GO:0015031	GO:0019048	GO:0051301	GO:0005829	GO:0005737	GO:0005815	GO:0042470	GO:0005515	GO:0048306
10016	GO:0006886	GO:0006919	GO:0033554	GO:0051592	GO:0097190	GO:0005783	GO:0005634	GO:0005737	GO:0005789	GO:0031410	GO:0031965	GO:0005515	GO:0005509	GO:0042803	GO:0046983	GO:0048306	GO:0060090
10017	GO:0006919	GO:0007283	GO:0007292	GO:0043066	GO:0016021	GO:0016020	GO:0005739	GO:0005829	GO:0031965	GO:0005515
10018	GO:0001701	GO:0001782	GO:0001783	GO:0001822	GO:0002262	GO:0006915	GO:0006917	GO:0006917	GO:0006919	GO:0007160	GO:0007283	GO:0007420	GO:0008584	GO:0030879	GO:0032464	GO:0034976	GO:0035148	GO:0042475	GO:0043029	GO:0043065	GO:0043525	GO:0043583	GO:0045787	GO:0046620	GO:0048011	GO:0048066	GO:0048070	GO:0048536	GO:0048538	GO:0048563	GO:0060154	GO:0090200	GO:0090200	GO:2001244	GO:0005886	GO:0019898	GO:0005829	GO:0005829	GO:0005741	GO:0005874	GO:0012505	GO:0097140	GO:0097141	GO:0005515	GO:0008017	GO:0008017	GO:0046982
100188893	GO:0006626	GO:0044267	GO:0005741
10019	GO:0007596	GO:0035556	GO:0030154	GO:0035162	GO:0005829	GO:0004871	GO:0005543	GO:0032403	GO:0042301
1002	GO:0007157	GO:0007155	GO:0007156	GO:0007411	GO:0034329	GO:0034332	GO:0045216	GO:0045773	GO:0005886	GO:0005886	GO:0005887	GO:0005509
10020	GO:0007155	GO:0006045	GO:0006047	GO:0006054	GO:0009103	GO:0046380	GO:0005829	GO:0005737	GO:0046872	GO:0005524	GO:0008761	GO:0009384	GO:0016787
10021	GO:0001701	GO:0006936	GO:0006812	GO:0007268	GO:0008015	GO:0008016	GO:0005886	GO:0016021	GO:0043195	GO:0005222	GO:0005249	GO:0005261	GO:0005272	GO:0030552
10022	GO:0008150	GO:0005575	GO:0005576	GO:0005179
10023	GO:0016055	GO:0005737
10024	GO:0007155	GO:0005737	GO:0005515
10025	GO:0006366	GO:0006357	GO:0006367	GO:0006367	GO:0010467	GO:0045893	GO:0030518	GO:0030521	GO:0005634	GO:0005654	GO:0016592	GO:0003712	GO:0003713	GO:0004872	GO:0046966	GO:0030375	GO:0042809
10026	GO:0006457	GO:0006501	GO:0006508	GO:0016255	GO:0043687	GO:0044267	GO:0005789	GO:0030176	GO:0042765	GO:0003756	GO:0005515	GO:0004197	GO:0003923	GO:0003923	GO:0034235
100271715	GO:0035023	GO:0005622	GO:0005089
100271849	GO:0006351	GO:0007517	GO:0005634	GO:0005667	GO:0003677	GO:0003700	GO:0042826	GO:0046983
100271927	GO:0035556	GO:0051056	GO:0005886	GO:0005829	GO:0005096	GO:0046872	GO:0005543
100272147	GO:0008283	GO:0005739
100286963	GO:0042742	GO:0005576
100287171	GO:0016197	GO:0034314	GO:0042147	GO:0005769	GO:0005769	GO:0031901	GO:0055037	GO:0055038	GO:0071203	GO:0005515	GO:0003779	GO:0043014
100287178	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287205	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287226	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100287238	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287327	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287362	GO:0006508	GO:0004252
100287364	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287404	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287441	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287478	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287513	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100287932	GO:0006626	GO:0044267	GO:0005739	GO:0005743	GO:0005744	GO:0005758	GO:0031305	GO:0005515	GO:0015450
100288072	GO:0006694	GO:0000166	GO:0003854
100288520	GO:0006511	GO:0005783	GO:0005634	GO:0008234	GO:0004221
100288540	GO:0015031	GO:0051028	GO:0005643
100288842	GO:0006486	GO:0000139	GO:0016021	GO:0008378
100289017	GO:0006584	GO:0004500	GO:0005507
100289087	GO:0006334	GO:0007283	GO:0007506	GO:0030154	GO:0005634	GO:0005737
100289635	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100289678	GO:0006351	GO:0006355	GO:0005634	GO:0003677
100293516	GO:0006355	GO:0005634	GO:0003676	GO:0008270
1003	GO:0001955	GO:0007156	GO:0008285	GO:0034329	GO:0034332	GO:0045216	GO:2000114	GO:0005886	GO:0016021	GO:0016020	GO:0005911	GO:0005923	GO:0005515	GO:0005509	GO:0005102	GO:0008013	GO:0019903	GO:0044325
100307126	GO:0015031
100316904	GO:0006351	GO:0006355	GO:0005634	GO:0005737
10036	GO:0006260	GO:0031497	GO:0006281	GO:0006335	GO:0006351	GO:0006355	GO:0006461	GO:0007049	GO:0033186	GO:0071778	GO:0051082	GO:0005515	GO:0003682	GO:0070087
10038	GO:0006281	GO:0006284	GO:0006471	GO:0005654	GO:0005730	GO:0003677	GO:0003950
100381270	GO:0000122	GO:0006351	GO:0045892	GO:0005634	GO:0005730	GO:0003677	GO:0046872	GO:0046983
10039	GO:0006281	GO:0006471	GO:0005634	GO:0005814	GO:0003824	GO:0003950
1004	GO:0007155	GO:0007156	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0005886	GO:0016021	GO:0005634	GO:0005737	GO:0005509
10040	GO:0006886	GO:0043162	GO:0005764	GO:0005829	GO:0005768	GO:0005795	GO:0010008	GO:0005515	GO:0017124	GO:0030295	GO:0043130
10042	GO:0016055	GO:0008333	GO:0030178	GO:0005634	GO:0016589	GO:0003677
10043	GO:0006886	GO:0006897	GO:0015031	GO:0016197	GO:0016197	GO:0016020	GO:0005829	GO:0005769	GO:0005515
100431172	GO:0043320	GO:0050663	GO:0005887	GO:0005515	GO:0030246	GO:0042803
10044	GO:0007254	GO:0007264	GO:0016020	GO:0005737	GO:0005070	GO:0005085
10045	GO:0007254	GO:0007264	GO:0005622	GO:0005070	GO:0005085
10046	GO:0006351	GO:0006355	GO:0008584	GO:0005575	GO:0005634	GO:0003674
10048	GO:0006461	GO:0007020	GO:0007411	GO:0005829	GO:0005634	GO:0005875	GO:0005515	GO:0008536	GO:0019899
10049	GO:0006457	GO:0006986	GO:0032781	GO:0043154	GO:0045109	GO:0005634	GO:0005737	GO:0030018	GO:0048471	GO:0051082	GO:0005515	GO:0001671	GO:0051087	GO:0031072
1005	GO:0007156	GO:0016337	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0016021	GO:0005509
10050	GO:0006796	GO:0006814	GO:0016020	GO:0005887	GO:0005436
100505503	GO:0006412	GO:0005840	GO:0003735
100505705	GO:0033554	GO:0051402	GO:0060548	GO:0016021	GO:0005515	GO:0042803
100505852	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100505879	GO:0008150	GO:0005575	GO:0003674
100506084	GO:0016192	GO:0007264	GO:0015031	GO:0005794	GO:0005525
100506164	GO:0006351	GO:0005634	GO:0005737	GO:0005515	GO:0003700	GO:0043565
100506243	GO:0006355	GO:0005622	GO:0003676
100506422	GO:0046080	GO:0016787
100506627	GO:0035556
100506658	GO:0006915	GO:0006461	GO:0006921	GO:0045216	GO:0005886	GO:0005886	GO:0016021	GO:0005911	GO:0005923	GO:0016324	GO:0016327	GO:0030054	GO:0005515	GO:0005198
100506742	GO:0006508	GO:0006926	GO:0030968	GO:0070059	GO:0005622	GO:0004197
100506888	GO:0006351	GO:0006355	GO:0016021	GO:0005634	GO:0003677
100507290	GO:0006351	GO:0006355	GO:0005634	GO:0003677	GO:0008270
100507436	GO:0002223	GO:0002418	GO:0042742	GO:0006974	GO:0019835	GO:0009408	GO:0019048	GO:0019882	GO:0046629	GO:0051607	GO:0042612	GO:0005887	GO:0005615	GO:0005737	GO:0009986	GO:0046703
100507444	GO:0005977	GO:0009966	GO:0043666	GO:0004864
10051	GO:0000070	GO:0006281	GO:0006310	GO:0007062	GO:0007076	GO:0010032	GO:0045132	GO:0051301	GO:0051383	GO:0000796	GO:0000796	GO:0005634	GO:0005634	GO:0005737	GO:0005524	GO:0046982
10052	GO:0001570	GO:0006936	GO:0006810	GO:0007043	GO:0007268	GO:0007601	GO:0016044	GO:0016264	GO:0048468	GO:0048738	GO:0086014	GO:0005886	GO:0016021	GO:0005789	GO:0005921	GO:0005922	GO:0014704	GO:0005216	GO:0005243
100528032	GO:0002223	GO:0007165	GO:0050830	GO:0030101	GO:0031295	GO:0032729	GO:0045429	GO:0045954	GO:0050776	GO:0071222	GO:0005886	GO:0016021	GO:0005887	GO:0009897	GO:0005515	GO:0004872	GO:0032394	GO:0030246	GO:0042288	GO:0042803
100529215	GO:0000122	GO:0006351	GO:0005634	GO:0003677	GO:0008270
10053	GO:0006903	GO:0006605	GO:0006892	GO:0016032	GO:0016044	GO:0019886	GO:0050690	GO:0000139	GO:0005829	GO:0005765	GO:0030131	GO:0030659	GO:0030665	GO:0032588
100533105	GO:0001558	GO:0006468	GO:0006950	GO:0007154	GO:0043066	GO:0030334	GO:0042127	GO:0051090	GO:0005769	GO:0016023	GO:0055037	GO:0004672	GO:0004674	GO:0005246	GO:0005524	GO:0015459	GO:0017080	GO:0017081	GO:0035091
100533997	GO:0008150	GO:0005575	GO:0003674
10054	GO:0016925	GO:0016925	GO:0043085	GO:0005634	GO:0005515	GO:0046872	GO:0005524	GO:0008047	GO:0008134	GO:0016874	GO:0019948	GO:0046982
10055	GO:0016567	GO:0016925	GO:0016925	GO:0043085	GO:0005634	GO:0005634	GO:0043231	GO:0000166	GO:0005515	GO:0004839	GO:0008022	GO:0008047	GO:0016874	GO:0019948	GO:0043008	GO:0046982	GO:0046982
10056	GO:0006412	GO:0006418	GO:0006432	GO:0010467	GO:0005829	GO:0005737	GO:0000287	GO:0003723	GO:0004826	GO:0005524
10057	GO:0005975	GO:0006810	GO:0015711	GO:0030203	GO:0030212	GO:0030213	GO:0044281	GO:0055085	GO:0005886	GO:0016020	GO:0005887	GO:0042626	GO:0005524	GO:0008514
10058	GO:0006779	GO:0006810	GO:0006879	GO:0007420	GO:0015886	GO:0015886	GO:0043588	GO:0055085	GO:0070574	GO:0071585	GO:0005886	GO:0043190	GO:0005739	GO:0005783	GO:0005740	GO:0005741	GO:0005741	GO:0005774	GO:0005794	GO:0031307	GO:0005524	GO:0015232	GO:0015562	GO:0015439	GO:0020037
10059	GO:0003374	GO:0006915	GO:0006921	GO:0010821	GO:0016559	GO:0016559	GO:0043653	GO:0050714	GO:0051289	GO:0070584	GO:0090141	GO:0090149	GO:0090200	GO:1900063	GO:2001244	GO:0005829	GO:0005777	GO:0005737	GO:0005741	GO:0005741	GO:0005794	GO:0005874	GO:0012505	GO:0043234	GO:0048471	GO:0005515	GO:0003924	GO:0005525	GO:0042802	GO:0031625
1006	GO:0007155	GO:0007156	GO:0009409	GO:0034329	GO:0034332	GO:0035249	GO:0045216	GO:0005886	GO:0016021	GO:0043083	GO:0043679	GO:0005509
10060	GO:0006813	GO:0007268	GO:0010107	GO:0051607	GO:0055085	GO:0005886	GO:0008076	GO:0008282	GO:0030017	GO:0042626	GO:0005215	GO:0005524	GO:0008281	GO:0015459	GO:0044325
10061	GO:0006810	GO:0043190	GO:0005740	GO:0005215	GO:0005524	GO:0016887
100616101	GO:0006278	GO:0006310	GO:0006508	GO:0008150	GO:0016032	GO:0015074	GO:0005886	GO:0005575	GO:0019028	GO:0003674	GO:0003676	GO:0003676	GO:0003677	GO:0003723	GO:0003964	GO:0004190	GO:0004523	GO:0005198	GO:0008270
10062	GO:0000122	GO:0006367	GO:0010467	GO:0010745	GO:0010867	GO:0010870	GO:0010875	GO:0010875	GO:0010887	GO:0045893	GO:0032270	GO:0032369	GO:0032376	GO:0032570	GO:0034145	GO:0042632	GO:0042752	GO:0043031	GO:0043277	GO:0044255	GO:0045723	GO:0045861	GO:0045944	GO:0045944	GO:0048550	GO:0050728	GO:0051006	GO:0055088	GO:0055092	GO:0060336	GO:0070328	GO:0071222	GO:0090188	GO:0090341	GO:2000189	GO:0000790	GO:0005634	GO:0005654	GO:0005515	GO:0003677	GO:0004879	GO:0003707	GO:0003713	GO:0008270	GO:0044212	GO:0015485	GO:0032810	GO:0043565
10063	GO:0006091	GO:0006825	GO:0007420	GO:0007507	GO:0005737	GO:0005758	GO:0005507	GO:0016531
10066	GO:0006892	GO:0015031	GO:0016021	GO:0005634	GO:0043231	GO:0005794	GO:0032588	GO:0055038	GO:0005515
10067	GO:0006892	GO:0015031	GO:0032526	GO:0000139	GO:0016021
10068	GO:0032496	GO:0042088	GO:0070301	GO:0071356	GO:1900116	GO:0005576	GO:0005615	GO:0042007	GO:0048019
10069	GO:0008150	GO:0005575	GO:0003674
1007	GO:0007156	GO:0016337	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0016021	GO:0005509	GO:0003674
10071	GO:0001558	GO:0016266	GO:0043687	GO:0044267	GO:0005887	GO:0005796	GO:0003674
10072	GO:0006508	GO:0005886	GO:0005634	GO:0005737	GO:0004177	GO:0008239	GO:0008237	GO:0008270
10073	GO:0000387	GO:0006606	GO:0010467	GO:0016070	GO:0034660	GO:0061015	GO:0005829	GO:0005643	GO:0000339	GO:0008565
10075	GO:0000209	GO:0042787	GO:0006284	GO:0006513	GO:0016574	GO:0030154	GO:0005634	GO:0005634	GO:0005737	GO:0005515	GO:0003677	GO:0004842
10076	GO:0007155	GO:0006470	GO:0007185	GO:0008285	GO:0016337	GO:0030154	GO:0030336	GO:0034109	GO:0034394	GO:0035335	GO:0035335	GO:0060070	GO:0005886	GO:0005887	GO:0005911	GO:0005515	GO:0004725	GO:0004725	GO:0005001	GO:0008013
10077	GO:0007267	GO:0005622	GO:0016021	GO:0003674
10079	GO:0006812	GO:0045332	GO:0016021	GO:0005769	GO:0005794	GO:0005802	GO:0031901	GO:0048471	GO:0055037	GO:0000287	GO:0004012	GO:0005524	GO:0015662
1008	GO:0007156	GO:0016337	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0016021	GO:0005509
10081	GO:0006915	GO:0006917	GO:0008380	GO:0051384	GO:0005689
10082	GO:0005975	GO:0006024	GO:0006027	GO:0016477	GO:0030203	GO:0030204	GO:0044281	GO:0005886	GO:0005887	GO:0005578	GO:0005615	GO:0005796	GO:0031225	GO:0043202	GO:0043395
100820829	GO:0035556	GO:0030018	GO:0030054	GO:0030864	GO:0031234	GO:0031674
10083	GO:0000086	GO:0007605	GO:0030046	GO:0042472	GO:0042491	GO:0045494	GO:0050953	GO:0050957	GO:0005886	GO:0001750	GO:0001917	GO:0005829	GO:0005737	GO:0005856	GO:0032420	GO:0045177	GO:0045202	GO:0005515
10084	GO:0006351	GO:0006355	GO:0005634	GO:0005737	GO:0010494	GO:0071598	GO:0003677	GO:0003713
10085	GO:0007155	GO:0007275	GO:0010811	GO:0070062	GO:0005509	GO:0005178
100861412	GO:0006351	GO:0006355	GO:0005634	GO:0005515
100862688	GO:0006278	GO:0006310	GO:0015074	GO:0003677	GO:0003723	GO:0003964	GO:0004523	GO:0008270
10087	GO:0000902	GO:0001701	GO:0003007	GO:0006936	GO:0007165	GO:0006468	GO:0006644	GO:0006665	GO:0006672	GO:0006955	GO:0007029	GO:0008283	GO:0030148	GO:0034976	GO:0035621	GO:0035621	GO:0044281	GO:0055088	GO:0070584	GO:0005739	GO:0005829	GO:0005634	GO:0005789	GO:0005794	GO:0048471	GO:0005515	GO:0004672	GO:0035620	GO:0070273	GO:0097001
10089	GO:0006813	GO:0007268	GO:0005886	GO:0016021	GO:0005244	GO:0005267
1009	GO:0001501	GO:0001503	GO:0007155	GO:0007156	GO:0016337	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0016021	GO:0005509
10090	GO:0005975	GO:0006477	GO:0030203	GO:0030204	GO:0030208	GO:0044281	GO:0000139	GO:0016021	GO:0008146
10092	GO:0030036	GO:0006928	GO:0030833	GO:0005737	GO:0005885	GO:0015629	GO:0030027	GO:0005515	GO:0003779	GO:0005200
10093	GO:0030041	GO:0045010	GO:0005737	GO:0005885	GO:0042995	GO:0005515	GO:0030674	GO:0051015
10094	GO:0006928	GO:0030833	GO:0005737	GO:0005885	GO:0015629	GO:0030027	GO:0005515	GO:0003779	GO:0005200
10095	GO:0006928	GO:0030833	GO:0005737	GO:0005885	GO:0015629	GO:0003779	GO:0005200
10096	GO:0006928	GO:0007163	GO:0008356	GO:0009743	GO:0010592	GO:0046677	GO:0030838	GO:0033206	GO:0043519	GO:0045666	GO:0050775	GO:0051321	GO:0051491	GO:0051653	GO:0060271	GO:0000139	GO:0002102	GO:0005885	GO:0015629	GO:0030027	GO:0030056	GO:0060076	GO:0005515	GO:0003779	GO:0005524
10097	GO:0006928	GO:0005737	GO:0005885	GO:0005885	GO:0015629	GO:0042995	GO:0003779	GO:0005524
100996939	GO:0006506	GO:0009893	GO:0000506	GO:0005739	GO:0005789	GO:0005515
101	GO:0000902	GO:0001525	GO:0002523	GO:0002675	GO:0006508	GO:0006954	GO:0010954	GO:0016337	GO:0022407	GO:0033089	GO:0035419	GO:0043524	GO:0045780	GO:0045785	GO:0048247	GO:0050714	GO:0051044	GO:0051092	GO:0051897	GO:0070245	GO:0071456	GO:2000309	GO:2000391	GO:2000415	GO:2000418	GO:0005886	GO:0002102	GO:0005887	GO:0005737	GO:0009986	GO:0032010	GO:0032127	GO:0042581	GO:0070820	GO:0071065	GO:0071133	GO:0005515	GO:0005509	GO:0004222	GO:0008237	GO:0050839	GO:0008270	GO:0043621
1010	GO:0007156	GO:0016337	GO:0034329	GO:0034332	GO:0045216	GO:0005886	GO:0016021	GO:0005509
10100	GO:0007420	GO:0016021	GO:0043209
10102	GO:0032784	GO:0006414	GO:0005739	GO:0005634	GO:0003746
10105	GO:0002931	GO:0006457	GO:0043066	GO:0008637	GO:0010849	GO:0010940	GO:0032780	GO:0046902	GO:0070301	GO:0071243	GO:0071277	GO:0090200	GO:0090201	GO:0090324	GO:2000276	GO:2001243	GO:0016020	GO:0005753	GO:0005759	GO:0005515	GO:0003755	GO:0016018
10106	GO:0006470	GO:0006987	GO:0030968	GO:0005654	GO:0046872	GO:0008420
10107	GO:0008150	GO:0030218	GO:0005737	GO:0003674	GO:0008270
